"","water_year","flow","wetlands","river","location"
"926",2000,669.546,"darling anabranch","darling","wycot"
"927",2001,625.628,"darling anabranch","darling","wycot"
"928",2002,577.902,"darling anabranch","darling","wycot"
"929",2003,6.244,"darling anabranch","darling","wycot"
"930",2004,0,"darling anabranch","darling","wycot"
"931",2005,0,"darling anabranch","darling","wycot"
"932",2006,0,"darling anabranch","darling","wycot"
"933",2007,0,"darling anabranch","darling","wycot"
"934",2008,0,"darling anabranch","darling","wycot"
"935",2009,0,"darling anabranch","darling","wycot"
"936",2010,0,"darling anabranch","darling","wycot"
"937",2011,13899.771,"darling anabranch","darling","wycot"
"938",2012,12258.643,"darling anabranch","darling","wycot"
"939",2013,0,"darling anabranch","darling","wycot"
"940",2015,0,"darling anabranch","darling","wycot"
"941",2016,0,"darling anabranch","darling","wycot"
"942",2017,1015.149,"darling anabranch","darling","wycot"
"943",2018,0.037,"darling anabranch","darling","wycot"
"944",2019,0,"darling anabranch","darling","wycot"
"945",2020,2.383,"darling anabranch","darling","wycot"
"946",2021,155.344,"darling anabranch","darling","wycot"
"947",2022,13162.919,"darling anabranch","darling","wycot"
"948",2023,22479.557,"darling anabranch","darling","wycot"
"949",2024,884.323,"darling anabranch","darling","wycot"
"950",2025,1282.236,"darling anabranch","darling","wycot"
"951",2026,0,"darling anabranch","darling","wycot"
"952",1975,NA,"murray river and euston lakes","murray","boundarybend"
"953",1976,135762.453,"murray river and euston lakes","murray","boundarybend"
"954",1977,38019.619,"murray river and euston lakes","murray","boundarybend"
"955",1978,64291.395,"murray river and euston lakes","murray","boundarybend"
"956",1979,56189.552,"murray river and euston lakes","murray","boundarybend"
"957",1980,39257.092,"murray river and euston lakes","murray","boundarybend"
"958",1981,133017.203,"murray river and euston lakes","murray","boundarybend"
"959",1982,26080.569,"murray river and euston lakes","murray","boundarybend"
"960",1983,67824.872,"murray river and euston lakes","murray","boundarybend"
"961",1984,68794.551,"murray river and euston lakes","murray","boundarybend"
"962",1985,40879.115,"murray river and euston lakes","murray","boundarybend"
"963",1986,65765.64,"murray river and euston lakes","murray","boundarybend"
"964",1987,63896.434,"murray river and euston lakes","murray","boundarybend"
"965",1988,60021.888,"murray river and euston lakes","murray","boundarybend"
"966",1989,138887.385,"murray river and euston lakes","murray","boundarybend"
"967",1990,124429.163,"murray river and euston lakes","murray","boundarybend"
"968",1991,70926.305,"murray river and euston lakes","murray","boundarybend"
"969",1992,61236.511,"murray river and euston lakes","murray","boundarybend"
"970",1993,200652.826,"murray river and euston lakes","murray","boundarybend"
"971",1994,87849.438,"murray river and euston lakes","murray","boundarybend"
"972",1995,74583.221,"murray river and euston lakes","murray","boundarybend"
"973",1996,92952.26,"murray river and euston lakes","murray","boundarybend"
"974",1997,59971.03,"murray river and euston lakes","murray","boundarybend"
"975",1998,27907.184,"murray river and euston lakes","murray","boundarybend"
"976",1999,34586.215,"murray river and euston lakes","murray","boundarybend"
"977",2000,47120.301,"murray river and euston lakes","murray","boundarybend"
"978",2001,46189.286,"murray river and euston lakes","murray","boundarybend"
"979",2002,24096.801,"murray river and euston lakes","murray","boundarybend"
"980",2003,35139.015,"murray river and euston lakes","murray","boundarybend"
"981",2004,31701.308,"murray river and euston lakes","murray","boundarybend"
"982",2005,35296.854,"murray river and euston lakes","murray","boundarybend"
"983",2006,34271.05,"murray river and euston lakes","murray","boundarybend"
"984",2007,22329.797,"murray river and euston lakes","murray","boundarybend"
"985",2008,17509.161,"murray river and euston lakes","murray","boundarybend"
"986",2009,21952.232,"murray river and euston lakes","murray","boundarybend"
"987",2010,44081.056,"murray river and euston lakes","murray","boundarybend"
"988",2011,149306.377,"murray river and euston lakes","murray","boundarybend"
"989",2012,101336.72,"murray river and euston lakes","murray","boundarybend"
"990",2013,46214.33,"murray river and euston lakes","murray","boundarybend"
"991",2014,43523.545,"murray river and euston lakes","murray","boundarybend"
"992",2015,44915.596,"murray river and euston lakes","murray","boundarybend"
"993",2016,77462.833,"murray river and euston lakes","murray","boundarybend"
"994",2017,70959.024,"murray river and euston lakes","murray","boundarybend"
"995",2018,41127.679,"murray river and euston lakes","murray","boundarybend"
"996",2019,45939.21,"murray river and euston lakes","murray","boundarybend"
"997",2020,44032.941,"murray river and euston lakes","murray","boundarybend"
"998",2021,63683.773,"murray river and euston lakes","murray","boundarybend"
"999",2022,115284.306,"murray river and euston lakes","murray","boundarybend"
"1000",2023,210567.711,"murray river and euston lakes","murray","boundarybend"
"1001",2024,51005.411,"murray river and euston lakes","murray","boundarybend"
"1002",2025,39777.953,"murray river and euston lakes","murray","boundarybend"
"1003",2026,5747.77,"murray river and euston lakes","murray","boundarybend"
"1004",2004,3867.653,"fivebough","maincanal","berembed"
"1005",2005,6848.77,"fivebough","maincanal","berembed"
"1006",2006,10545.017,"fivebough","maincanal","berembed"
"1007",2007,4539.401,"fivebough","maincanal","berembed"
"1008",2008,3667.726,"fivebough","maincanal","berembed"
"1009",2009,4452.564,"fivebough","maincanal","berembed"
"1010",2010,4957.227,"fivebough","maincanal","berembed"
"1011",2011,6091.504,"fivebough","maincanal","berembed"
"1012",2012,9743.96,"fivebough","maincanal","berembed"
"1013",2013,9438.355,"fivebough","maincanal","berembed"
"1014",2014,8102.766,"fivebough","maincanal","berembed"
"1015",2015,7228.616,"fivebough","maincanal","berembed"
"1016",2016,5213.836,"fivebough","maincanal","berembed"
"1017",2017,8353.05,"fivebough","maincanal","berembed"
"1018",2018,8110.247,"fivebough","maincanal","berembed"
"1019",2019,5204.094,"fivebough","maincanal","berembed"
"1020",2020,4369.139,"fivebough","maincanal","berembed"
"1021",2021,7364.1,"fivebough","maincanal","berembed"
"1022",2022,5097.896,"fivebough","maincanal","berembed"
"1023",2023,8456.232,"fivebough","maincanal","berembed"
"1024",2024,7657.982,"fivebough","maincanal","berembed"
"1025",2025,8122.963,"fivebough","maincanal","berembed"
"1026",2026,790.109,"fivebough","maincanal","berembed"
"1027",1975,NA,"gunbower-koondrook-perricoota","murray","barmah"
"1028",1976,NA,"gunbower-koondrook-perricoota","murray","barmah"
"1029",1977,24431.197,"gunbower-koondrook-perricoota","murray","barmah"
"1030",1978,34689.729,"gunbower-koondrook-perricoota","murray","barmah"
"1031",1979,32556.578,"gunbower-koondrook-perricoota","murray","barmah"
"1032",1980,27771.301,"gunbower-koondrook-perricoota","murray","barmah"
"1033",1981,NA,"gunbower-koondrook-perricoota","murray","barmah"
"1034",1982,28037.376,"gunbower-koondrook-perricoota","murray","barmah"
"1035",1983,17167.35,"gunbower-koondrook-perricoota","murray","barmah"
"1036",1984,37370.951,"gunbower-koondrook-perricoota","murray","barmah"
"1037",1985,30083.754,"gunbower-koondrook-perricoota","murray","barmah"
"1038",1986,NA,"gunbower-koondrook-perricoota","murray","barmah"
"1039",1987,20726.499,"gunbower-koondrook-perricoota","murray","barmah"
"1040",1988,34531.874,"gunbower-koondrook-perricoota","murray","barmah"
"1041",1989,17364.31,"gunbower-koondrook-perricoota","murray","barmah"
"1042",1990,NA,"gunbower-koondrook-perricoota","murray","barmah"
"1043",1991,28791.457,"gunbower-koondrook-perricoota","murray","barmah"
"1044",1992,25226.781,"gunbower-koondrook-perricoota","murray","barmah"
"1045",1993,15058.835,"gunbower-koondrook-perricoota","murray","barmah"
"1046",1994,31800.954,"gunbower-koondrook-perricoota","murray","barmah"
"1047",1995,26765.771,"gunbower-koondrook-perricoota","murray","barmah"
"1048",1996,20413.481,"gunbower-koondrook-perricoota","murray","barmah"
"1049",1997,NA,"gunbower-koondrook-perricoota","murray","barmah"
"1050",1998,27653.626,"gunbower-koondrook-perricoota","murray","barmah"
"1051",1999,29134.425,"gunbower-koondrook-perricoota","murray","barmah"
"1052",2000,28018.36,"gunbower-koondrook-perricoota","murray","barmah"
"1053",2001,20641.761,"gunbower-koondrook-perricoota","murray","barmah"
"1054",2002,30052.302,"gunbower-koondrook-perricoota","murray","barmah"
"1055",2003,30816.049,"gunbower-koondrook-perricoota","murray","barmah"
"1056",2004,31694.794,"gunbower-koondrook-perricoota","murray","barmah"
"1057",2005,29764.653,"gunbower-koondrook-perricoota","murray","barmah"
"1058",2006,31863.982,"gunbower-koondrook-perricoota","murray","barmah"
"1059",2007,20262.926,"gunbower-koondrook-perricoota","murray","barmah"
"1060",2008,17686.061,"gunbower-koondrook-perricoota","murray","barmah"
"1061",2009,21194.414,"gunbower-koondrook-perricoota","murray","barmah"
"1062",2010,25226.395,"gunbower-koondrook-perricoota","murray","barmah"
"1063",2011,45500.801,"gunbower-koondrook-perricoota","murray","barmah"
"1064",2012,32151.255,"gunbower-koondrook-perricoota","murray","barmah"
"1065",2013,32234.697,"gunbower-koondrook-perricoota","murray","barmah"
"1066",2014,29874.169,"gunbower-koondrook-perricoota","murray","barmah"
"1067",2015,31919.368,"gunbower-koondrook-perricoota","murray","barmah"
"1068",2016,28540.952,"gunbower-koondrook-perricoota","murray","barmah"
"1069",2017,22576.292,"gunbower-koondrook-perricoota","murray","barmah"
"1070",2018,28519.421,"gunbower-koondrook-perricoota","murray","barmah"
"1071",2019,30536.846,"gunbower-koondrook-perricoota","murray","barmah"
"1072",2020,24981.555,"gunbower-koondrook-perricoota","murray","barmah"
"1073",2021,35845.573,"gunbower-koondrook-perricoota","murray","barmah"
"1074",2022,50604.029,"gunbower-koondrook-perricoota","murray","barmah"
"1075",2023,54034.885,"gunbower-koondrook-perricoota","murray","barmah"
"1076",2024,23599.726,"gunbower-koondrook-perricoota","murray","barmah"
"1077",2025,24897.622,"gunbower-koondrook-perricoota","murray","barmah"
"1078",2026,3839.357,"gunbower-koondrook-perricoota","murray","barmah"
"1079",1972,NA,"gwydir wetlands","gwydir","pallamallawa"
"1080",1973,7420.453,"gwydir wetlands","gwydir","pallamallawa"
"1081",1974,6633.602,"gwydir wetlands","gwydir","pallamallawa"
"1082",1975,8236.225,"gwydir wetlands","gwydir","pallamallawa"
"1083",1976,20051.786,"gwydir wetlands","gwydir","pallamallawa"
"1084",1977,13532.756,"gwydir wetlands","gwydir","pallamallawa"
"1085",1978,13994.575,"gwydir wetlands","gwydir","pallamallawa"
"1086",1979,5247.988,"gwydir wetlands","gwydir","pallamallawa"
"1087",1980,5040.675,"gwydir wetlands","gwydir","pallamallawa"
"1088",1981,6199.199,"gwydir wetlands","gwydir","pallamallawa"
"1089",1982,6538.926,"gwydir wetlands","gwydir","pallamallawa"
"1090",1983,7132.934,"gwydir wetlands","gwydir","pallamallawa"
"1091",1984,18358.45,"gwydir wetlands","gwydir","pallamallawa"
"1092",1985,7530.161,"gwydir wetlands","gwydir","pallamallawa"
"1093",1986,9651.865,"gwydir wetlands","gwydir","pallamallawa"
"1094",1987,6006.767,"gwydir wetlands","gwydir","pallamallawa"
"1095",1988,6816.04,"gwydir wetlands","gwydir","pallamallawa"
"1096",1989,5920.36,"gwydir wetlands","gwydir","pallamallawa"
"1097",1990,6544.73,"gwydir wetlands","gwydir","pallamallawa"
"1098",1991,7856.925,"gwydir wetlands","gwydir","pallamallawa"
"1099",1992,5135.527,"gwydir wetlands","gwydir","pallamallawa"
"1100",1993,2335.535,"gwydir wetlands","gwydir","pallamallawa"
"1101",1994,1129.779,"gwydir wetlands","gwydir","pallamallawa"
"1102",1995,1781.292,"gwydir wetlands","gwydir","pallamallawa"
"1103",1996,8461.97,"gwydir wetlands","gwydir","pallamallawa"
"1104",1997,10166.862,"gwydir wetlands","gwydir","pallamallawa"
"1105",1998,18330.913,"gwydir wetlands","gwydir","pallamallawa"
"1106",1999,6228.575,"gwydir wetlands","gwydir","pallamallawa"
"1107",2000,7260.328,"gwydir wetlands","gwydir","pallamallawa"
"1108",2001,13729.737,"gwydir wetlands","gwydir","pallamallawa"
"1109",2002,8449.451,"gwydir wetlands","gwydir","pallamallawa"
"1110",2003,6360.036,"gwydir wetlands","gwydir","pallamallawa"
"1111",2004,4349.872,"gwydir wetlands","gwydir","pallamallawa"
"1112",2005,5618.589,"gwydir wetlands","gwydir","pallamallawa"
"1113",2006,3264.739,"gwydir wetlands","gwydir","pallamallawa"
"1114",2007,2877.578,"gwydir wetlands","gwydir","pallamallawa"
"1115",2008,2786.894,"gwydir wetlands","gwydir","pallamallawa"
"1116",2009,2536.439,"gwydir wetlands","gwydir","pallamallawa"
"1117",2010,3948.89,"gwydir wetlands","gwydir","pallamallawa"
"1118",2011,4296.269,"gwydir wetlands","gwydir","pallamallawa"
"1119",2012,19929.946,"gwydir wetlands","gwydir","pallamallawa"
"1120",2013,7063.575,"gwydir wetlands","gwydir","pallamallawa"
"1121",2014,6603.569,"gwydir wetlands","gwydir","pallamallawa"
"1122",2015,3481.29,"gwydir wetlands","gwydir","pallamallawa"
"1123",2016,5587.49,"gwydir wetlands","gwydir","pallamallawa"
"1124",2017,4190.814,"gwydir wetlands","gwydir","pallamallawa"
"1125",2018,4699.059,"gwydir wetlands","gwydir","pallamallawa"
"1126",2019,1571.942,"gwydir wetlands","gwydir","pallamallawa"
"1127",2020,1638.764,"gwydir wetlands","gwydir","pallamallawa"
"1128",2021,10944.624,"gwydir wetlands","gwydir","pallamallawa"
"1129",2022,33373.897,"gwydir wetlands","gwydir","pallamallawa"
"1130",2023,8079.767,"gwydir wetlands","gwydir","pallamallawa"
"1131",2024,5825.166,"gwydir wetlands","gwydir","pallamallawa"
"1132",2025,7306.741,"gwydir wetlands","gwydir","pallamallawa"
"1133",2026,242.114,"gwydir wetlands","gwydir","pallamallawa"
"1134",1976,NA,"hattah lakes","murray","colignan"
"1135",1977,36834.308,"hattah lakes","murray","colignan"
"1136",1978,62460.594,"hattah lakes","murray","colignan"
"1137",1979,55252.565,"hattah lakes","murray","colignan"
"1138",1980,38244.61,"hattah lakes","murray","colignan"
"1139",1981,113250.695,"hattah lakes","murray","colignan"
"1140",1982,27108.698,"hattah lakes","murray","colignan"
"1141",1983,62587.932,"hattah lakes","murray","colignan"
"1142",1984,65287.108,"hattah lakes","murray","colignan"
"1143",1985,41525.521,"hattah lakes","murray","colignan"
"1144",1986,62679.911,"hattah lakes","murray","colignan"
"1145",1987,64473.74,"hattah lakes","murray","colignan"
"1146",1988,58522.096,"hattah lakes","murray","colignan"
"1147",1989,131548.341,"hattah lakes","murray","colignan"
"1148",1990,114606.433,"hattah lakes","murray","colignan"
"1149",1991,69246.78,"hattah lakes","murray","colignan"
"1150",1992,55758.541,"hattah lakes","murray","colignan"
"1151",1993,182890.2,"hattah lakes","murray","colignan"
"1152",1994,93677.16,"hattah lakes","murray","colignan"
"1153",1995,70523.656,"hattah lakes","murray","colignan"
"1154",1996,83936.282,"hattah lakes","murray","colignan"
"1155",1997,57257.232,"hattah lakes","murray","colignan"
"1156",1998,25639.988,"hattah lakes","murray","colignan"
"1157",1999,33886.352,"hattah lakes","murray","colignan"
"1158",2000,45908.39,"hattah lakes","murray","colignan"
"1159",2001,44385.009,"hattah lakes","murray","colignan"
"1160",2002,22586.903,"hattah lakes","murray","colignan"
"1161",2003,33988.709,"hattah lakes","murray","colignan"
"1162",2004,28948.903,"hattah lakes","murray","colignan"
"1163",2005,32823.661,"hattah lakes","murray","colignan"
"1164",2006,32189.59,"hattah lakes","murray","colignan"
"1165",2007,19826.635,"hattah lakes","murray","colignan"
"1166",2008,13956.976,"hattah lakes","murray","colignan"
"1167",2009,17989.496,"hattah lakes","murray","colignan"
"1168",2010,41114.773,"hattah lakes","murray","colignan"
"1169",2011,150280.387,"hattah lakes","murray","colignan"
"1170",2012,98262.946,"hattah lakes","murray","colignan"
"1171",2013,40711.933,"hattah lakes","murray","colignan"
"1172",2014,37255.925,"hattah lakes","murray","colignan"
"1173",2015,41157.384,"hattah lakes","murray","colignan"
"1174",2016,69535.203,"hattah lakes","murray","colignan"
"1175",2017,74962.949,"hattah lakes","murray","colignan"
"1176",2018,37206.588,"hattah lakes","murray","colignan"
"1177",2019,40654.755,"hattah lakes","murray","colignan"
"1178",2020,39114.58,"hattah lakes","murray","colignan"
"1179",2021,57910.709,"hattah lakes","murray","colignan"
"1180",2022,111154.766,"hattah lakes","murray","colignan"
"1181",2023,208150.709,"hattah lakes","murray","colignan"
"1182",2024,46781.169,"hattah lakes","murray","colignan"
"1183",2025,35220.33,"hattah lakes","murray","colignan"
"1184",2026,5035.201,"hattah lakes","murray","colignan"
"1185",1967,NA,"kerang wetlands","avoca","quambatook"
"1186",1968,524.101,"kerang wetlands","avoca","quambatook"
"1187",1969,178.223,"kerang wetlands","avoca","quambatook"
"1188",1970,210.757,"kerang wetlands","avoca","quambatook"
"1189",1971,189.999,"kerang wetlands","avoca","quambatook"
"1190",1972,128.781,"kerang wetlands","avoca","quambatook"
"1191",1973,1335.108,"kerang wetlands","avoca","quambatook"
"1192",1974,1478.748,"kerang wetlands","avoca","quambatook"
"1193",1975,699.847,"kerang wetlands","avoca","quambatook"
"1194",1976,383.25,"kerang wetlands","avoca","quambatook"
"1195",1977,62.049,"kerang wetlands","avoca","quambatook"
"1196",1978,534.882,"kerang wetlands","avoca","quambatook"
"1197",1979,581.686,"kerang wetlands","avoca","quambatook"
"1198",1980,336.799,"kerang wetlands","avoca","quambatook"
"1199",1981,993.508,"kerang wetlands","avoca","quambatook"
"1200",1982,63.328,"kerang wetlands","avoca","quambatook"
"1201",1983,1375.427,"kerang wetlands","avoca","quambatook"
"1202",1984,440.513,"kerang wetlands","avoca","quambatook"
"1203",1985,114.922,"kerang wetlands","avoca","quambatook"
"1204",1986,469.122,"kerang wetlands","avoca","quambatook"
"1205",1987,494.418,"kerang wetlands","avoca","quambatook"
"1206",1988,1087.745,"kerang wetlands","avoca","quambatook"
"1207",1989,1381.334,"kerang wetlands","avoca","quambatook"
"1208",1990,262.648,"kerang wetlands","avoca","quambatook"
"1209",1991,484.376,"kerang wetlands","avoca","quambatook"
"1210",1992,793.839,"kerang wetlands","avoca","quambatook"
"1211",1993,898.952,"kerang wetlands","avoca","quambatook"
"1212",1994,144.141,"kerang wetlands","avoca","quambatook"
"1213",1995,810.402,"kerang wetlands","avoca","quambatook"
"1214",1996,1058.098,"kerang wetlands","avoca","quambatook"
"1215",1997,130.275,"kerang wetlands","avoca","quambatook"
"1216",1998,86.465,"kerang wetlands","avoca","quambatook"
"1217",1999,82.5,"kerang wetlands","avoca","quambatook"
"1218",2000,148.175,"kerang wetlands","avoca","quambatook"
"1219",2001,46.568,"kerang wetlands","avoca","quambatook"
"1220",2002,1.316,"kerang wetlands","avoca","quambatook"
"1221",2003,28.054,"kerang wetlands","avoca","quambatook"
"1222",2004,1.342,"kerang wetlands","avoca","quambatook"
"1223",2005,7.371,"kerang wetlands","avoca","quambatook"
"1224",2006,0,"kerang wetlands","avoca","quambatook"
"1225",2007,11.953,"kerang wetlands","avoca","quambatook"
"1226",2008,0.367,"kerang wetlands","avoca","quambatook"
"1227",2009,0,"kerang wetlands","avoca","quambatook"
"1228",2010,264.057,"kerang wetlands","avoca","quambatook"
"1229",2011,1051.039,"kerang wetlands","avoca","quambatook"
"1230",2012,28.947,"kerang wetlands","avoca","quambatook"
"1231",2013,15.912,"kerang wetlands","avoca","quambatook"
"1232",2014,0,"kerang wetlands","avoca","quambatook"
"1233",2015,0,"kerang wetlands","avoca","quambatook"
"1234",2016,425.458,"kerang wetlands","avoca","quambatook"
"1235",2017,11.639,"kerang wetlands","avoca","quambatook"
"1236",2018,0.044,"kerang wetlands","avoca","quambatook"
"1237",2019,46.558,"kerang wetlands","avoca","quambatook"
"1238",2020,1.598,"kerang wetlands","avoca","quambatook"
"1239",2021,74.117,"kerang wetlands","avoca","quambatook"
"1240",2022,736.309,"kerang wetlands","avoca","quambatook"
"1241",2023,346.627,"kerang wetlands","avoca","quambatook"
"1242",2024,97.345,"kerang wetlands","avoca","quambatook"
"1243",2025,0,"kerang wetlands","avoca","quambatook"
"1244",2026,0,"kerang wetlands","avoca","quambatook"
"1245",1974,NA,"kerang wetlands","loddon","appin"
"1246",1975,1215.496,"kerang wetlands","loddon","appin"
"1247",1976,571.463,"kerang wetlands","loddon","appin"
"1248",1977,84.784,"kerang wetlands","loddon","appin"
"1249",1978,507.399,"kerang wetlands","loddon","appin"
"1250",1979,908.183,"kerang wetlands","loddon","appin"
"1251",1980,186.056,"kerang wetlands","loddon","appin"
"1252",1981,1728.342,"kerang wetlands","loddon","appin"
"1253",1982,111.274,"kerang wetlands","loddon","appin"
"1254",1983,1723.801,"kerang wetlands","loddon","appin"
"1255",1984,523.235,"kerang wetlands","loddon","appin"
"1256",1985,72.911,"kerang wetlands","loddon","appin"
"1257",1986,733.362,"kerang wetlands","loddon","appin"
"1258",1987,1052.047,"kerang wetlands","loddon","appin"
"1259",1988,1870.271,"kerang wetlands","loddon","appin"
"1260",1989,3091.662,"kerang wetlands","loddon","appin"
"1261",1990,541.903,"kerang wetlands","loddon","appin"
"1262",1991,565.046,"kerang wetlands","loddon","appin"
"1263",1992,1254.894,"kerang wetlands","loddon","appin"
"1264",1993,2037.585,"kerang wetlands","loddon","appin"
"1265",1994,458.034,"kerang wetlands","loddon","appin"
"1266",1995,1257.438,"kerang wetlands","loddon","appin"
"1267",1996,2552.867,"kerang wetlands","loddon","appin"
"1268",1997,250.163,"kerang wetlands","loddon","appin"
"1269",1998,86.103,"kerang wetlands","loddon","appin"
"1270",1999,172.63,"kerang wetlands","loddon","appin"
"1271",2000,194.032,"kerang wetlands","loddon","appin"
"1272",2001,250.741,"kerang wetlands","loddon","appin"
"1273",2002,53.591,"kerang wetlands","loddon","appin"
"1274",2003,60.58,"kerang wetlands","loddon","appin"
"1275",2004,19.83,"kerang wetlands","loddon","appin"
"1276",2005,43.175,"kerang wetlands","loddon","appin"
"1277",2006,42.552,"kerang wetlands","loddon","appin"
"1278",2007,5.652,"kerang wetlands","loddon","appin"
"1279",2008,0.507,"kerang wetlands","loddon","appin"
"1280",2009,0.038,"kerang wetlands","loddon","appin"
"1281",2010,649.574,"kerang wetlands","loddon","appin"
"1282",2011,4865.228,"kerang wetlands","loddon","appin"
"1283",2012,595.615,"kerang wetlands","loddon","appin"
"1284",2013,373.987,"kerang wetlands","loddon","appin"
"1285",2014,369.149,"kerang wetlands","loddon","appin"
"1286",2015,270.287,"kerang wetlands","loddon","appin"
"1287",2016,2288.04,"kerang wetlands","loddon","appin"
"1288",2017,478.984,"kerang wetlands","loddon","appin"
"1289",2018,326.414,"kerang wetlands","loddon","appin"
"1290",2019,277.421,"kerang wetlands","loddon","appin"
"1291",2020,428.073,"kerang wetlands","loddon","appin"
"1292",2021,328.454,"kerang wetlands","loddon","appin"
"1293",2022,4631.869,"kerang wetlands","loddon","appin"
"1294",2023,1751.434,"kerang wetlands","loddon","appin"
"1295",2024,770.616,"kerang wetlands","loddon","appin"
"1296",2025,306.404,"kerang wetlands","loddon","appin"
"1297",2026,24.531,"kerang wetlands","loddon","appin"
"1298",1955,NA,"kiewa river","kiewa","mongans"
"1299",1956,11812.936,"kiewa river","kiewa","mongans"
"1300",1957,5028.117,"kiewa river","kiewa","mongans"
"1301",1958,7036.344,"kiewa river","kiewa","mongans"
"1302",1959,4071.669,"kiewa river","kiewa","mongans"
"1303",1960,NA,"kiewa river","kiewa","mongans"
"1304",1961,4078.805,"kiewa river","kiewa","mongans"
"1305",1962,4778.391,"kiewa river","kiewa","mongans"
"1306",1963,5228.807,"kiewa river","kiewa","mongans"
"1307",1964,7657.724,"kiewa river","kiewa","mongans"
"1308",1965,4236.474,"kiewa river","kiewa","mongans"
"1309",1966,4504.256,"kiewa river","kiewa","mongans"
"1310",1967,3494.891,"kiewa river","kiewa","mongans"
"1311",1968,5632.349,"kiewa river","kiewa","mongans"
"1312",1969,6107.75,"kiewa river","kiewa","mongans"
"1313",1970,6997.789,"kiewa river","kiewa","mongans"
"1314",1971,6114.009,"kiewa river","kiewa","mongans"
"1315",1972,5058.431,"kiewa river","kiewa","mongans"
"1316",1973,7827.909,"kiewa river","kiewa","mongans"
"1317",1974,9654.699,"kiewa river","kiewa","mongans"
"1318",1975,8122.715,"kiewa river","kiewa","mongans"
"1319",1976,4423.763,"kiewa river","kiewa","mongans"
"1320",1977,3497.672,"kiewa river","kiewa","mongans"
"1321",1978,4706.481,"kiewa river","kiewa","mongans"
"1322",1979,5536.087,"kiewa river","kiewa","mongans"
"1323",1980,4256.637,"kiewa river","kiewa","mongans"
"1324",1981,7019.666,"kiewa river","kiewa","mongans"
"1325",1982,2961.295,"kiewa river","kiewa","mongans"
"1326",1983,5149.983,"kiewa river","kiewa","mongans"
"1327",1984,5421.669,"kiewa river","kiewa","mongans"
"1328",1985,3855.879,"kiewa river","kiewa","mongans"
"1329",1986,5736.291,"kiewa river","kiewa","mongans"
"1330",1987,5812.9,"kiewa river","kiewa","mongans"
"1331",1988,4552.849,"kiewa river","kiewa","mongans"
"1332",1989,6715.89,"kiewa river","kiewa","mongans"
"1333",1990,6861.591,"kiewa river","kiewa","mongans"
"1334",1991,5686.052,"kiewa river","kiewa","mongans"
"1335",1992,5887.746,"kiewa river","kiewa","mongans"
"1336",1993,7631.182,"kiewa river","kiewa","mongans"
"1337",1994,4741.488,"kiewa river","kiewa","mongans"
"1338",1995,6619.522,"kiewa river","kiewa","mongans"
"1339",1996,8079.892,"kiewa river","kiewa","mongans"
"1340",1997,3595.757,"kiewa river","kiewa","mongans"
"1341",1998,5169.36,"kiewa river","kiewa","mongans"
"1342",1999,4446.224,"kiewa river","kiewa","mongans"
"1343",2000,6708.638,"kiewa river","kiewa","mongans"
"1344",2001,5308.201,"kiewa river","kiewa","mongans"
"1345",2002,3655.698,"kiewa river","kiewa","mongans"
"1346",2003,4532.061,"kiewa river","kiewa","mongans"
"1347",2004,5146.539,"kiewa river","kiewa","mongans"
"1348",2005,5565.926,"kiewa river","kiewa","mongans"
"1349",2006,2518.762,"kiewa river","kiewa","mongans"
"1350",2007,2946.183,"kiewa river","kiewa","mongans"
"1351",2008,3390.444,"kiewa river","kiewa","mongans"
"1352",2009,4551.241,"kiewa river","kiewa","mongans"
"1353",2010,6039.772,"kiewa river","kiewa","mongans"
"1354",2011,7565.919,"kiewa river","kiewa","mongans"
"1355",2012,6535.027,"kiewa river","kiewa","mongans"
"1356",2013,5550.382,"kiewa river","kiewa","mongans"
"1357",2014,3996.725,"kiewa river","kiewa","mongans"
"1358",2015,3370.375,"kiewa river","kiewa","mongans"
"1359",2016,7804.728,"kiewa river","kiewa","mongans"
"1360",2017,4914.533,"kiewa river","kiewa","mongans"
"1361",2018,4389.98,"kiewa river","kiewa","mongans"
"1362",2019,4466.171,"kiewa river","kiewa","mongans"
"1363",2020,5125.93,"kiewa river","kiewa","mongans"
"1364",2021,5978.961,"kiewa river","kiewa","mongans"
"1365",2022,7522.497,"kiewa river","kiewa","mongans"
"1366",2023,7544.393,"kiewa river","kiewa","mongans"
"1367",2024,3527.102,"kiewa river","kiewa","mongans"
"1368",2025,4130.688,"kiewa river","kiewa","mongans"
"1369",2026,559.705,"kiewa river","kiewa","mongans"
"1370",1949,NA,"lindsay-walpolla-chowilla","murray","lock9"
"1371",1958,22191.414,"lindsay-walpolla-chowilla","murray","lock9"
"1372",1959,NA,"lindsay-walpolla-chowilla","murray","lock9"
"1373",1960,42851.362,"lindsay-walpolla-chowilla","murray","lock9"
"1374",1961,30402.578,"lindsay-walpolla-chowilla","murray","lock9"
"1375",1962,40289.044,"lindsay-walpolla-chowilla","murray","lock9"
"1376",1963,78502.666,"lindsay-walpolla-chowilla","murray","lock9"
"1377",1964,88958.433,"lindsay-walpolla-chowilla","murray","lock9"
"1378",1965,76038.184,"lindsay-walpolla-chowilla","murray","lock9"
"1379",1966,19051.649,"lindsay-walpolla-chowilla","murray","lock9"
"1380",1967,23043.412,"lindsay-walpolla-chowilla","murray","lock9"
"1381",1968,33183.955,"lindsay-walpolla-chowilla","murray","lock9"
